dataset	method	trial	ml	score	time
yacht	control	5	DecisionTreeRegressor	0.984633335062	9.051280975341797
yacht	control	4	DecisionTreeRegressor	0.985947270889	9.37344479560852
heart	lex_size	6	DecisionTreeClassifier	0.740740740741	5.813015937805176
heart	lex_size	2	LogisticRegression	0.837037037037	10.883169412612915
heart	lex_size	1	LogisticRegression	0.814814814815	10.886408567428589
heart	lex_size	8	LogisticRegression	0.803703703704	11.078041315078735
heart	lex_size	2	DecisionTreeClassifier	0.714814814815	6.0555009841918945
heart	lex_size	3	DecisionTreeClassifier	0.722222222222	6.136509895324707
heart	lex_size	1	DecisionTreeClassifier	0.703703703704	6.2452781200408936
heart	lex_size	6	LogisticRegression	0.822222222222	11.264330625534058
heart	lex_size	7	DecisionTreeClassifier	0.766666666667	6.295511722564697
heart	lex_size	0	DecisionTreeClassifier	0.696296296296	6.353917121887207
heart	control	0	DecisionTreeClassifier	0.788888888889	6.5291383266448975
heart	lex_size	3	LogisticRegression	0.825925925926	11.293500900268555
heart	lex_size	0	LogisticRegression	0.818518518519	11.602396249771118
heart	lex_size	5	DecisionTreeClassifier	0.718518518519	6.670170545578003
heart	lex_size	4	DecisionTreeClassifier	0.751851851852	6.719435930252075
heart	lex_size	9	DecisionTreeClassifier	0.755555555556	6.794450283050537
heart	lex_size	8	DecisionTreeClassifier	0.759259259259	6.860393762588501
heart	lex_size	7	LogisticRegression	0.837037037037	12.185045957565308
heart	lex_size	4	LogisticRegression	0.814814814815	12.299297332763672
heart	lex_size	5	LogisticRegression	0.825925925926	12.35536813735962
heart	lex_size	9	LogisticRegression	0.803703703704	12.495070219039917
heart	control	8	DecisionTreeClassifier	0.748148148148	6.440195322036743
heart	control	8	LogisticRegression	0.82962962963	11.61044692993164
heart	control	7	DecisionTreeClassifier	0.833333333333	6.532533168792725
heart	control	3	LogisticRegression	0.844444444444	11.629201173782349
heart	control	4	DecisionTreeClassifier	0.792592592593	6.5423583984375
heart	control	4	LogisticRegression	0.840740740741	11.784733772277832
heart	control	5	DecisionTreeClassifier	0.748148148148	6.7489001750946045
heart	control	6	LogisticRegression	0.840740740741	11.872511625289917
heart	control	9	DecisionTreeClassifier	0.781481481481	7.068164587020874
heart	control	7	LogisticRegression	0.840740740741	12.166158437728882
heart	control	6	DecisionTreeClassifier	0.751851851852	7.12499213218689
heart	control	1	DecisionTreeClassifier	0.788888888889	7.224572658538818
heart	control	2	DecisionTreeClassifier	0.774074074074	7.378684043884277
heart	control	3	DecisionTreeClassifier	0.818518518519	7.457222938537598
heart	control	5	LogisticRegression	0.833333333333	12.710095643997192
heart	control	1	LogisticRegression	0.818518518519	12.79451322555542
heart	control	9	LogisticRegression	0.837037037037	13.377948522567749
heart	control	0	LogisticRegression	0.840740740741	13.540439128875732
heart	control	2	LogisticRegression	0.833333333333	13.795936822891235
yacht	lex_size	1	LassoLarsCV	0.966632987069	23.521464586257935
yacht	control	1	LassoLarsCV	0.932181740239	19.948611736297607
yacht	lex_size	0	LassoLarsCV	0.945755236773	24.41675305366516
yacht	lex_size	5	LassoLarsCV	0.920602101352	25.164982795715332
yacht	lex_size	2	LassoLarsCV	0.905341788638	25.121428728103638
yacht	control	7	LassoLarsCV	0.923630484541	21.430386066436768
yacht	control	8	LassoLarsCV	0.919716286996	21.7287917137146
yacht	control	2	LassoLarsCV	0.823748831228	21.68757390975952
yacht	lex_size	8	LassoLarsCV	0.978424899587	26.323993682861328
yacht	lex_size	3	LassoLarsCV	0.944021900902	26.50599479675293
yacht	lex_size	6	LassoLarsCV	0.944147174328	26.5049889087677
yacht	control	4	LassoLarsCV	0.959513076119	22.108126640319824
yacht	control	5	LassoLarsCV	0.948820045939	22.08893060684204
yacht	control	3	LassoLarsCV	0.897146897622	22.288068056106567
yacht	control	9	LassoLarsCV	0.966538447545	22.67997169494629
yacht	lex_size	4	LassoLarsCV	0.964154697779	26.988207817077637
yacht	control	6	LassoLarsCV	0.920852751071	22.814262628555298
bc_clean	lex_size	8	DecisionTreeClassifier	0.924431448993	9.093020915985107
yacht	control	0	LassoLarsCV	0.892544177531	24.442063093185425
bc_clean	lex_size	0	DecisionTreeClassifier	0.89803211733	9.33597445487976
bc_clean	lex_size	3	DecisionTreeClassifier	0.91910331384	9.700282335281372
bc_clean	lex_size	5	DecisionTreeClassifier	0.903341687552	9.628852128982544
bc_clean	lex_size	1	DecisionTreeClassifier	0.924422166527	9.787302255630493
bc_clean	lex_size	4	DecisionTreeClassifier	0.91042420867	9.685205459594727
bc_clean	lex_size	2	DecisionTreeClassifier	0.913840155945	9.83960509300232
yacht	lex_size	9	LassoLarsCV	0.865284718068	25.206557989120483
bc_clean	lex_size	9	DecisionTreeClassifier	0.90679476469	9.996154546737671
bc_clean	lex_size	6	DecisionTreeClassifier	0.910340666481	10.551136255264282
bc_clean	control	2	DecisionTreeClassifier	0.913868003342	11.328742265701294
bc_clean	control	0	DecisionTreeClassifier	0.915659519168	11.189377069473267
bc_clean	lex_size	7	DecisionTreeClassifier	0.906869024413	11.550459384918213
bc_clean	lex_size	7	LogisticRegression	0.96487515084	17.734010696411133
bc_clean	control	1	DecisionTreeClassifier	0.920913394598	12.234976768493652
bc_clean	lex_size	3	LogisticRegression	0.964856585909	17.869032621383667
bc_clean	lex_size	8	LogisticRegression	0.966629536805	18.04939341545105
bc_clean	lex_size	4	LogisticRegression	0.9718926947	18.101662158966064
bc_clean	lex_size	1	LogisticRegression	0.963065070083	18.188828706741333
bc_clean	lex_size	2	LogisticRegression	0.968374640304	18.405248641967773
bc_clean	control	1	LogisticRegression	0.970129026269	19.020109176635742
bc_clean	control	5	DecisionTreeClassifier	0.910359231412	10.027358293533325
bc_clean	lex_size	6	LogisticRegression	0.966629536805	19.967292547225952
bc_clean	lex_size	9	LogisticRegression	0.9718926947	20.06067156791687
bc_clean	control	0	LogisticRegression	0.966610971874	20.254801511764526
bc_clean	lex_size	0	LogisticRegression	0.977155852594	20.170403480529785
bc_clean	control	7	DecisionTreeClassifier	0.908530585724	10.001509189605713
bc_clean	lex_size	5	LogisticRegression	0.966610971874	20.90285348892212
bc_clean	control	3	DecisionTreeClassifier	0.926222964819	10.822096109390259
bc_clean	control	4	DecisionTreeClassifier	0.910359231412	11.25133466720581
bc_clean	control	8	DecisionTreeClassifier	0.89450478047	11.437382459640503
bc_clean	control	9	DecisionTreeClassifier	0.917423187599	12.021829843521118
bc_clean	control	6	DecisionTreeClassifier	0.910359231412	12.178240299224854
bc_clean	control	2	LogisticRegression	0.971883412234	18.18542718887329
bc_clean	control	8	LogisticRegression	0.970129026269	18.376810550689697
bc_clean	control	9	LogisticRegression	0.970129026269	18.52009654045105
bc_clean	control	6	LogisticRegression	0.970129026269	18.41785192489624
bc_clean	control	5	LogisticRegression	0.95609393855	18.586018562316895
bc_clean	control	4	LogisticRegression	0.970129026269	20.499544143676758
bc_clean	control	3	LogisticRegression	0.971883412234	20.71622323989868
bc_clean	control	7	LogisticRegression	0.968374640304	20.99083638191223
yeast	lex_size	2	DecisionTreeClassifier	0.481139328508	20.581951379776
yeast	lex_size	9	DecisionTreeClassifier	0.491252607042	20.78656506538391
yeast	lex_size	7	DecisionTreeClassifier	0.479120489647	21.381675720214844
yeast	lex_size	1	DecisionTreeClassifier	0.477768235663	21.512274265289307
yeast	lex_size	4	DecisionTreeClassifier	0.48855627803	22.04937505722046
yeast	lex_size	0	DecisionTreeClassifier	0.457538952276	22.375382661819458
yeast	lex_size	8	DecisionTreeClassifier	0.496649354544	22.425054788589478
yeast	lex_size	5	DecisionTreeClassifier	0.474425769163	22.739795684814453
yeast	lex_size	3	DecisionTreeClassifier	0.48183317657	24.744927406311035
yeast	lex_size	6	DecisionTreeClassifier	0.47845390477	24.862923622131348
yeast	control	3	DecisionTreeClassifier	0.48049319102	25.303334951400757
yeast	control	0	DecisionTreeClassifier	0.43192518982	25.45195508003235
yeast	control	2	DecisionTreeClassifier	0.45688872531	26.00374674797058
yeast	control	5	DecisionTreeClassifier	0.462259572786	24.700137615203857
yeast	control	9	DecisionTreeClassifier	0.473047615153	26.17855453491211
yeast	control	7	DecisionTreeClassifier	0.461599803705	26.37400484085083
yeast	control	8	DecisionTreeClassifier	0.442715958505	26.166698217391968
yeast	control	1	DecisionTreeClassifier	0.460918224076	30.797034740447998
yeast	control	6	DecisionTreeClassifier	0.467668588721	27.226001501083374
yeast	control	4	DecisionTreeClassifier	0.473744189534	31.979589700698853
seg	lex_size	9	DecisionTreeClassifier	0.956277056277	25.220227479934692
seg	lex_size	2	DecisionTreeClassifier	0.958441558442	26.248412132263184
seg	lex_size	5	DecisionTreeClassifier	0.954978354978	26.561373710632324
seg	lex_size	0	DecisionTreeClassifier	0.955411255411	26.736375093460083
seg	lex_size	6	DecisionTreeClassifier	0.955844155844	26.892881870269775
seg	lex_size	8	DecisionTreeClassifier	0.949350649351	27.28032612800598
seg	control	2	DecisionTreeClassifier	0.954545454545	27.138193130493164
seg	control	0	DecisionTreeClassifier	0.961471861472	27.590150356292725
seg	lex_size	4	DecisionTreeClassifier	0.951948051948	28.307151079177856
seg	lex_size	7	DecisionTreeClassifier	0.951948051948	28.651753187179565
