dataset	method	trial	ml	score	time
heart	control	0	DecisionTreeClassifier	0.755555555556	6.877685785293579
heart	control	2	DecisionTreeClassifier	0.796296296296	6.946178913116455
uball5d	control	16	LassoLarsCV	0.727262285587	47.42935395240784
uball5d	lex_size	8	LassoLarsCV	0.792529146213	51.72967553138733
heart	control	19	DecisionTreeClassifier	0.803703703704	7.106498718261719
uball5d	control	6	LassoLarsCV	0.737827456732	47.340039014816284
uball5d	control	9	LassoLarsCV	0.728465985033	47.40533494949341
heart	control	6	DecisionTreeClassifier	0.781481481481	7.085019826889038
heart	control	3	DecisionTreeClassifier	0.718518518519	7.834946393966675
uball5d	control	13	LassoLarsCV	0.725993753646	47.82899451255798
