dataset	method	trial	ml	score	time
enc	weight_parents	19	LassoLarsCV	0.876750705014	24.497270822525024
enc	weight_parents	0	LassoLarsCV	0.800239792384	26.379050970077515
enc	control	4	LassoLarsCV	0.871412799188	27.444313526153564
enc	weight_parents	2	LassoLarsCV	0.841694782055	27.56337022781372
enc	weight_parents	7	LassoLarsCV	0.887114590692	27.82116174697876
enc	weight_parents	3	LassoLarsCV	0.918334214218	27.887223958969116
enc	control	1	LassoLarsCV	0.872525646521	25.3707914352417
enc	control	5	LassoLarsCV	-8083.49936764	25.683394193649292
enc	control	6	LassoLarsCV	0.864215735727	25.469990015029907
enc	control	17	LassoLarsCV	0.866686541243	24.292316913604736
concrete	control	4	LassoLarsCV	0.63087203025	27.566434860229492
enc	weight_parents	13	LassoLarsCV	0.80809518156	29.36309289932251
enc	weight_parents	6	LassoLarsCV	0.874921614944	27.3414204120636
concrete	control	9	LassoLarsCV	-0.655041295012	29.785536289215088
concrete	control	14	LassoLarsCV	0.579094827129	29.886361837387085
concrete	control	12	LassoLarsCV	0.339626105319	30.02126407623291
enc	control	13	LassoLarsCV	0.882426913065	26.30906367301941
concrete	weight_parents	4	LassoLarsCV	0.552219088326	30.29740333557129
concrete	weight_parents	8	LassoLarsCV	0.505428369788	30.16688847541809
concrete	weight_parents	0	LassoLarsCV	0.638030754963	29.355990648269653
concrete	weight_parents	17	LassoLarsCV	0.609098314208	30.687500953674316
concrete	control	11	LassoLarsCV	0.639751407123	30.73278546333313
enc	control	14	LassoLarsCV	0.884454607229	27.603830575942993
concrete	control	13	LassoLarsCV	0.64138364862	31.008970260620117
enc	weight_parents	17	LassoLarsCV	0.870918094104	28.476184129714966
enc	control	2	LassoLarsCV	0.878419278355	28.59582495689392
concrete	weight_parents	6	LassoLarsCV	0.389848256227	31.293803930282593
concrete	weight_parents	10	LassoLarsCV	0.484797569731	31.498843908309937
concrete	weight_parents	3	LassoLarsCV	0.48136107919	31.53732466697693
concrete	control	3	LassoLarsCV	0.594300915166	31.559497594833374
enc	control	15	LassoLarsCV	0.867657292011	27.75744390487671
concrete	weight_parents	7	LassoLarsCV	0.566874186571	31.74712634086609
concrete	control	17	LassoLarsCV	0.520424986406	31.8340904712677
enc	weight_parents	11	LassoLarsCV	0.859472244616	29.579447984695435
enc	control	9	LassoLarsCV	0.825954387683	27.95543122291565
enc	control	11	LassoLarsCV	0.866686541243	28.07300066947937
enc	control	7	LassoLarsCV	0.843503623513	28.210650205612183
enc	weight_parents	15	LassoLarsCV	0.867506877602	29.783727169036865
concrete	control	8	LassoLarsCV	0.538155306527	32.42187523841858
concrete	weight_parents	14	LassoLarsCV	0.622018642411	32.44534730911255
concrete	weight_parents	13	LassoLarsCV	0.589926415966	32.38340663909912
concrete	weight_parents	19	LassoLarsCV	-94.4347808803	32.63584113121033
concrete	weight_parents	9	LassoLarsCV	0.613570328835	32.76023316383362
concrete	control	1	LassoLarsCV	0.703107100435	31.78084087371826
concrete	weight_parents	12	LassoLarsCV	0.649729061107	32.78421092033386
concrete	weight_parents	5	LassoLarsCV	0.553149805736	32.1282422542572
enc	control	0	LassoLarsCV	0.924776582339	30.46164846420288
enc	weight_parents	14	LassoLarsCV	0.848495635594	31.066575050354004
concrete	control	6	LassoLarsCV	0.262508161669	33.550931215286255
enc	control	8	LassoLarsCV	-615.484053157	30.335837841033936
concrete	weight_parents	16	LassoLarsCV	0.651727242303	33.85820817947388
concrete	weight_parents	1	LassoLarsCV	0.628626512922	32.9977765083313
enc	control	19	LassoLarsCV	0.839373074869	30.20362877845764
enc	weight_parents	9	LassoLarsCV	0.866686541243	31.971415519714355
concrete	control	19	LassoLarsCV	0.55399012296	34.428954124450684
enc	weight_parents	8	LassoLarsCV	0.811265547629	31.986392498016357
concrete	control	15	LassoLarsCV	0.699675673704	34.789780378341675
concrete	control	10	LassoLarsCV	0.664690171866	34.92572569847107
enc	control	12	LassoLarsCV	0.890513624098	30.977442502975464
enc	control	10	LassoLarsCV	0.862445474905	30.95793604850769
concrete	control	16	LassoLarsCV	0.557153400311	34.943506717681885
concrete	weight_parents	2	LassoLarsCV	0.5360731546	35.11479115486145
concrete	weight_parents	15	LassoLarsCV	0.637868187617	35.127891302108765
concrete	weight_parents	11	LassoLarsCV	0.558293886673	35.20546340942383
concrete	control	18	LassoLarsCV	-0.356713278691	35.24864411354065
housing	weight_parents	6	LassoLarsCV	0.459852226318	22.328369617462158
